"","code_com","popnum"
"10138","475",4820
"10139","680",4987
"10140","032",1056
"10141","436",47
"10142","538",5143
"10143","286",2316
"10144","007",3047
"10145","258",3355
"10146","377",5094
"10147","285",263
"10148","337",576
"10149","193",4945
"10150","129",5534
"10151","292",231
"10152","045",3671
"10153","065",5150
"10154","091",2157
"10155","223",2714
"10156","001",4242
"10157","341",465
"10158","269",3520
"10159","512",1915
"10160","304",1500
"10161","021",1825
"10162","268",4896
"10163","413",1942
"10164","168",502
"10165","310",1873
"10166","258",1402
"10167","163",3411
"10168","465",5048
"10169","179",2565
"10170","044",2477
"10171","248",5534
"10172","391",3735
"10173","101",498
"10174","116",684
"10175","569",4145
"10176","006",1711
"10177","066",4769
"10178","399",4897
"10179","051",2937
"10180","115",4863
"10181","321",5082
"10182","041",2167
"10183","075",2678
"10184","564",4872
"10185","505",5316
"10186","016",2895
"10187","094",4273
"10188","017",4124
"10189","537",4145
"10190","555",1831
"10191","216",4628
"10192","248",1285
"10193","448",2259
"10194","259",3820
"10195","658",174
"10196","141",2748
"10197","061",187
"10198","323",694
"10199","234",3168
"10200","197",3093
"10201","149",35
"10202","234",3960
"10203","104",4142
"10204","049",3476
"10205","297",4325
"10206","250",3802
"10207","310",586
"10208","760",3454
"10209","017",2796
"10210","325",3546
"10211","010",1250
"10212","041",819
"10213","269",4443
"10214","240",1711
"10215","243",5502
"10216","132",168
"10217","496",3235
"10218","649",2404
"10219","041",4054
"10220","059",1932
"10221","461",5484
"10222","060",3574
"10223","318",824
"10224","031",501
"10225","070",4348
"10226","289",961
"10227","539",1937
"10228","066",4803
"10229","109",5052
"10230","095",5155
"10231","402",4916
"10232","240",3754
"10233","268",5508
"10234","233",5208
"10235","003",3303
"10236","165",4344
"10237","207",4263
"10238","370",1315
"10239","181",914
"10240","179",1814
"10241","223",4907
"10242","516",4587
"10243","160",4765
"10244","102",34
"10245","610",5242
"10246","047",4879
"10247","668",1294
"10248","086",3235
"10249","171",4360
"10250","541",1932
"10251","785",4273
"10252","293",2495
"10253","003",1575
"10254","409",5554
"10255","162",3073
"10256","214",1441
"10257","002",2047
"10258","120",710
"10259","028",5399
"10260","620",2447
"10261","076",5215
"10262","246",5357
"10263","033",2952
"10264","093",972
"10265","033",3679
"10266","760",5319
"10267","249",499
"10268","396",157
"10269","358",4383
"10270","131",4962
"10271","625",3618
"10272","408",2211
"10273","306",3008
"10274","162",4740
"10275","330",2126
"10276","152",5324
"10277","538",418
"10278","305",4162
"10279","023",1919
"10280","541",3319
"10281","135",818
"10282","242",2002
"10283","097",2142
"10284","215",3266
"10285","585",3886
"10286","197",3104
"10287","339",532
"10288","623",88
"10289","274",1433
"10290","289",5099
"10291","111",1424
"10292","076",3469
"10293","505",3658
"10294","345",3802
"10295","060",2146
"10296","067",253
"10297","218",512
"10298","382",2987
"10299","221",3211
"10300","137",4268
"10301","516",4757
"10302","135",504
"10303","185",1694
"10304","004",1763
"10305","074",899
"10306","285",2234
"10307","454",3597
"10308","019",2167
"10309","534",5094
"10310","054",2619
"10311","374",5297
"10312","106",4066
"10313","225",1846
"10314","338",4790
"10315","430",3995
"10316","367",4303
"10317","099",1242
"10318","184",518
"10319","146",1155
"10320","392",2495
"10321","209",135
"10322","412",883
"10323","045",2013
"10324","239",5512
"10325","197",387
"10326","036",505
"10327","003",4672
"10328","026",4340
"10329","312",54
"10330","403",5052
"10331","565",4896
"10332","120",702
"10333","208",461
"10334","308",2321
"10335","190",245
"10336","111",3025
"10337","078",1313
"10338","204",4901
"10339","063",5583
"10340","309",3172
"10341","473",1298
"10342","145",4465
"10343","009",866
"10344","311",5086
"10345","441",2234
"10346","179",868
"10347","377",3476
"10348","363",5345
"10349","354",2192
"10350","039",4001
"10351","308",4924
"10352","099",2856
"10353","483",2222
"10354","089",640
"10355","023",2691
"10356","410",5235
"10357","123",3929
"10358","446",2326
"10359","183",2192
"10360","290",3422
"10361","017",1113
"10362","171",5578
"10363","018",409
"10364","030",5540
"10365","218",3125
"10366","233",3454
"10367","439",5225
"10368","054",2879
"10369","023",2506
"10370","535",1791
"10371","196",4115
"10372","350",1067
"10373","286",4891
"10374","076",4840
"10375","317",4770
"10376","012",5534
"10377","058",1884
"10378","290",4280
"10379","202",2358
"10380","671",2879
"10381","499",2047
"10382","538",4861
"10383","416",5202
"10384","172",4657
"10385","170",548
"10386","109",1825
"10387","681",4851
"10388","046",3833
"10389","226",3765
"10390","268",1475
"10391","255",3108
"10392","391",1512
"10393","146",4617
"10394","313",4805
"10395","336",1238
"10396","158",4765
"10397","479",601
"10398","206",5599
"10399","178",5067
"10400","168",4658
"10401","248",4305
"10402","398",5515
"10403","063",143
"10404","093",868
"10405","131",3131
"10406","311",5052
"10407","604",1340
"10408","151",1228
"10409","029",5195
"10410","100",3507
"10411","103",383
"10412","031",4752
"10413","207",4094
"10414","095",4813
"10415","400",4569
"10416","003",3388
"10417","019",4872
"10418","033",3490
"10419","083",2047
"10420","372",402
"10421","316",5400
"10422","186",5026
"10423","272",3050
"10424","696",2047
"10425","578",2347
"10426","430",124
"10427","135",361
"10428","368",3194
"10429","159",4988
"10430","480",2245
"10431","526",5534
"10432","218",3047
"10433","032",534
"10434","356",5512
"10435","230",3157
"10436","240",4961
"10437","334",1635
"10438","067",1228
"10439","226",2517
"10440","303",5182
"10441","284",5203
"10442","162",3306
"10443","081",2013
"10444","203",2604
"10445","096",1113
"10446","123",2604
"10447","198",5100
"10448","274",4662
"10449","096",1213
"10450","012",1658
"10451","086",1474
"10452","745",14
"10453","182",568
"10454","526",859
"10455","024",1041
"10456","164",2036
"10457","135",2706
"10458","056",5182
"10459","381",998
"10460","200",3520
"10461","165",2506
"10462","119",4348
"10463","314",5479
"10464","104",3586
"10465","080",5143
"10466","028",4392
"10467","169",321
"10468","119",5182
"10469","075",617
"10470","145",4662
"10471","206",4415
"10472","369",2013
"10473","148",2116
"10474","305",245
"10475","305",5189
"10476","068",4698
"10477","129",4461
"10478","155",2786
"10479","198",5222
"10480","215",1806
"10481","062",3734
"10482","194",775
"10483","568",5001
"10484","329",503
"10485","050",4218
"10486","255",5209
"10487","442",1672
"10488","677",4170
"10489","011",1951
"10490","266",2369
"10491","293",1063
"10492","191",2015
"10493","063",1420
"10494","162",1368
"10495","021",1923
"10496","123",2192
"10497","130",1349
"10498","200",2002
"10499","600",3490
"10500","002",4280
"10501","628",1568
"10502","025",4547
"10503","066",985
"10504","114",2089
"10505","115",4366
"10506","076",5452
"10507","386",4062
"10508","197",2138
"10509","542",4837
"10510","506",5215
"10511","372",4133
"10512","423",1242
"10513","171",808
"10514","122",3507
"10515","284",1932
"10516","219",522
"10517","582",25
"10518","179",1276
"10519","128",70
"10520","143",4299
"10521","116",2612
"10522","261",4701
"10523","261",295
"10524","287",3211
"10525","479",5554
"10526","072",1447
"10527","045",1658
"10528","217",4245
"10529","045",4510
"10530","215",3499
"10531","245",4816
"10532","150",588
"10533","274",660
"10534","071",5362
"10535","302",5438
"10536","548",3678
"10537","140",4040
"10538","092",4645
"10539","302",3266
"10540","195",1461
"10541","187",1298
"10542","354",3617
"10543","259",5543
"10544","272",3830
"10545","402",4790
"10546","083",2119
"10547","161",4784
"10548","605",96
"10549","494",3496
"10550","153",785
"10551","661",1223
"10552","024",2972
"10553","497",785
"10554","476",2377
"10555","056",5087
"10556","465",4151
"10557","159",2616
"10558","042",1557
"10559","175",2739
"10560","266",2337
"10561","250",3546
"10562","244",462
"10563","163",341
"10564","050",4183
"10565","118",2220
"10566","500",3928
"10567","245",5485
"10568","187",5137
"10569","237",2786
"10570","456",4721
"10571","496",3887
"10572","060",4934
"10573","101",5073
"10574","161",5495
"10575","057",1331
"10576","101",2923
"10577","397",1228
"10578","143",3446
"10579","003",941
"10580","188",237
"10581","343",2528
"10582","124",4884
"10583","346",2902
"10584","515",768
"10585","365",3312
"10586","325",3679
"10587","122",2958
"10588","023",3671
"10589","087",4654
"10590","299",1368
"10591","747",2459
"10592","077",5430
"10593","264",5676
"10594","878",3312
"10595","002",11
"10596","027",1980
"10597","263",4247
"10598","026",5621
"10599","020",5159
"10600","257",4893
"10601","121",5326
"10602","181",97
"10603","283",4159
"10604","454",351
"10605","119",935
"10606","316",5009
"10607","019",5621
"10608","305",341
"10609","305",600
"10610","183",5059
"10611","241",4838
"10612","274",5389
"10613","044",3476
"10614","382",4173
"10615","119",4415
"10616","243",394
"10617","272",4177
"10618","165",198
"10619","441",4907
"10620","060",103
"10621","176",418
"10622","053",1634
"10623","104",4461
"10624","007",4843
"10625","320",1141
"10626","755",4316
"10627","186",5006
"10628","275",576
"10629","320",4336
"10630","535",4447
"10631","197",3425
"10632","221",264
"10633","081",2083
"10634","475",4510
"10635","045",883
"10636","568",4033
"10637","127",1558
"10638","187",1400
"10639","654",4584
"10640","143",4750
"10641","346",1228
"10642","355",512
"10643","178",781
"10644","176",1142
"10645","091",2921
"10646","288",308
"10647","405",4447
"10648","537",4865
"10649","337",5362
"10650","364",532
"10651","116",3777
"10652","487",3726
"10653","193",1365
"10654","357",3099
"10655","640",5094
"10656","740",2535
"10657","101",4670
"10658","542",3162
"10659","359",209
"10660","005",4180
"10661","289",2113
"10662","223",226
"10663","362",3025
"10664","439",70
"10665","072",4708
"10666","494",5604
"10667","486",4403
"10668","032",1214
"10669","195",2135
"10670","465",2008
"10671","645",4233
"10672","295",5026
"10673","633",4657
"10674","285",3852
"10675","555",146
"10676","100",1914
"10677","309",1186
"10678","010",4614
"10679","184",2633
"10680","023",3039
"10681","410",631
"10682","009",3922
"10683","096",5604
"10684","296",68
"10685","163",2805
"10686","173",4305
"10687","033",3635
"10688","384",4238
"10689","046",3636
"10690","129",650
"10691","241",4993
"10692","180",2495
"10693","135",3881
"10694","268",1920
"10695","461",5521
"10696","051",3802
"10697","151",1326
"10698","500",3490
"10699","183",2138
"10700","006",5630
"10701","282",3272
"10702","263",88
"10703","354",1234
"10704","020",255
"10705","413",3354
"10706","771",3546
"10707","326",3291
"10708","277",4927
"10709","174",2417
"10710","510",5329
"10711","351",3844
"10712","652",5115
"10713","099",162
"10714","325",4195
"10715","029",1820
"10716","261",746
"10717","316",2176
"10718","421",1158
"10719","431",4965
"10720","155",1256
"10721","482",3053
"10722","343",2517
"10723","510",5040
"10724","235",3628
"10725","699",501
"10726","288",5126
"10727","061",5358
"10728","109",3279
"10729","317",4026
"10730","164",1951
"10731","008",4603
"10732","141",5265
"10733","352",1801
"10734","333",3627
"10735","446",1406
"10736","354",5367
"10737","590",621
"10738","376",2146
"10739","261",3574
"10740","333",3748
"10741","059",2116
"10742","669",2168
"10743","063",2225
"10744","677",1251
"10745","804",3194
"10746","300",2280
"10747","333",5367
"10748","393",868
"10749","292",616
"10750","258",2535
"10751","027",465
"10752","603",4633
"10753","278",3272
"10754","239",3076
"10755","432",4381
"10756","193",3860
"10757","231",4447
"10758","481",1873
"10759","489",2469
"10760","024",2239
"10761","237",2862
"10762","363",5580
"10763","135",321
"10764","173",349
"10765","146",3603
"10766","016",5676
"10767","160",2486
"10768","030",4353
"10769","333",1199
"10770","059",1816
"10771","158",1554
"10772","349",5389
"10773","437",5590
"10774","295",744
"10775","046",5508
"10776","139",955
"10777","571",1801
"10778","127",5228
"10779","527",306
"10780","246",216
"10781","485",1981
"10782","092",1187
"10783","475",4028
"10784","396",1017
"10785","348",5086
"10786","155",2879
"10787","214",1177
"10788","187",4755
"10789","243",492
"10790","111",2633
"10791","226",1634
"10792","095",2902
"10793","069",887
"10794","236",4383
"10795","021",4522
"10796","073",5182
"10797","202",4755
"10798","151",2424
"10799","210",4211
"10800","029",1043
"10801","079",5278
"10802","511",3326
"10803","181",2714
"10804","505",3693
"10805","094",2982
"10806","181",5196
"10807","346",3194
"10808","035",5442
"10809","424",1791
"10810","456",4136
"10811","083",1447
"10812","494",2246
"10813","375",488
"10814","415",4061
"10815","485",759
"10816","435",2337
"10817","042",567
"10818","089",3139
"10819","238",1799
"10820","050",4755
"10821","200",77
"10822","573",617
"10823","449",1875
"10824","411",5271
"10825","045",418
"10826","106",3186
"10827","088",3065
"10828","142",5439
"10829","286",3477
"10830","169",3856
"10831","311",954
"10832","140",70
"10833","335",2190
"10834","277",1242
"10835","324",750
"10836","464",1141
"10837","170",482
"10838","339",819
"10839","092",4277
"10840","347",2469
"10841","174",4752
"10842","196",694
"10843","203",4211
"10844","157",4990
"10845","520",959
"10846","121",1381
"10847","175",552
"10848","123",612
"10849","059",928
"10850","387",5463
"10851","124",1873
"10852","010",2706
"10853","222",3969
"10854","115",2099
"10855","316",5046
"10856","046",2966
"10857","252",5618
"10858","227",501
"10859","486",4273
"10860","070",432
"10861","054",3948
"10862","028",2564
"10863","078",765
"10864","351",1329
"10865","097",1381
"10866","138",2424
"10867","127",2915
"10868","441",1723
"10869","112",1313
"10870","078",4156
"10871","277",4674
"10872","338",1616
"10873","248",3857
"10874","344",5055
"10875","407",2099
"10876","210",2802
"10877","102",2695
"10878","105",1623
"10879","300",3671
"10880","294",4166
"10881","613",858
"10882","437",70
"10883","198",4456
"10884","052",927
"10885","417",2977
"10886","319",3871
"10887","046",4514
"10888","384",518
"10889","032",2909
"10890","014",1434
"10891","369",2556
"10892","161",4926
"10893","534",5116
"10894","199",3678
"10895","184",5063
"10896","154",5428
"10897","201",768
"10898","235",3856
"10899","265",716
"10900","284",2002
"10901","508",1272
"10902","401",3547
"10903","237",1313
"10904","243",4356
"10905","229",434
"10906","024",1663
"10907","244",5059
"10908","185",1455
"10909","092",4750
"10910","394",5060
"10911","002",1773
"10912","311",5631
"10913","412",2697
"10914","323",5370
"10915","356",341
"10916","203",4574
"10917","186",2099
"10918","463",5114
"10919","288",511
"10920","343",2767
"10921","617",232
"10922","163",3851
"10923","464",5277
"10924","240",2024
"10925","047",3131
"10926","125",1305
"10927","425",1171
"10928","214",4392
"10929","110",341
"10930","205",2320
"10931","521",1498
"10932","637",1000
"10933","235",883
"10934","426",2155
"10935","574",4735
"10936","220",4760
"10937","257",2646
"10938","089",4105
"10939","490",284
"10940","492",4340
"10941","283",2651
"10942","625",4629
"10943","307",5238
"10944","295",4378
"10945","087",2664
"10946","174",5226
"10947","029",456
"10948","458",5540
"10949","499",4012
"10950","022",2303
"10951","791",2155
"10952","013",5459
"10953","241",2898
"10954","352",2108
"10955","027",3476
"10956","602",914
"10957","207",5131
"10958","264",5089
"10959","499",434
"10960","686",750
"10961","147",3475
"10962","503",1067
"10963","478",3893
"10964","093",74
"10965","270",4060
"10966","231",678
"10967","065",5664
"10968","167",5580
"10969","169",862
"10970","244",3139
"10971","395",5412
"10972","270",1434
"10973","498",5031
"10974","304",2134
"10975","306",3515
"10976","152",771
"10977","087",4043
"10978","471",617
"10979","480",1612
"10980","278",1381
"10981","034",4566
"10982","063",346
"10983","045",2506
"10984","195",4391
"10985","083",4715
"10986","576",112
"10987","341",3377
"10988","315",753
"10989","124",1110
"10990","330",4688
"10991","141",3116
"10992","118",985
"10993","051",2902
"10994","136",4589
"10995","247",418
"10996","266",4124
"10997","330",3441
"10998","175",5026
"10999","026",2576
"11000","098",1844
"11001","248",3125
"11002","344",381
"11003","046",1422
"11004","424",1067
"11005","620",3820
"11006","016",5113
"11007","178",801
"11008","025",3528
"11009","096",5247
"11010","307",1
"11011","012",2176
"11012","363",3406
"11013","409",5185
"11014","249",4931
"11015","328",4308
"11016","127",4658
"11017","035",2255
"11018","117",1981
"11019","315",634
"11020","796",4252
"11021","441",1672
"11022","167",5545
"11023","522",4390
"11024","227",3711
"11025","448",4299
"11026","141",5596
"11027","579",5653
"11028","148",5393
"11029","051",226
"11030","199",1585
"11031","145",5225
"11032","104",4931
"11033","206",2739
"11034","195",2310
"11035","072",467
"11036","469",4591
"11037","762",4821
"11038","060",5027
"11039","048",3279
"11040","181",5099
"11041","103",482
"11042","159",5251
"11043","484",3909
"11044","018",2852
"11045","546",4507
"11046","184",5555
"11047","134",5438
"11048","254",1525
"11049","123",639
"11050","707",4538
"11051","065",537
"11052","016",5113
"11053","174",5031
"11054","095",661
"11055","288",1647
"11056","062",129
"11057","070",665
"11058","109",2565
"11059","661",3735
"11060","049",3646
"11061","689",2193
"11062","600",4850
"11063","382",5604
"11064","207",2495
"11065","363",2089
"11066","112",2553
"11067","234",4211
"11068","285",205
"11069","713",2556
"11070","356",1173
"11071","352",4587
"11072","004",845
"11073","210",3312
"11074","444",2588
"11075","380",3267
"11076","334",678
"11077","412",4247
"11078","720",16
"11079","103",3711
"11080","188",5351
"11081","049",4520
"11082","091",1042
"11083","398",4884
"11084","600",4983
"11085","046",1367
"11086","586",4765
"11087","022",4456
"11088","272",5508
"11089","098",2404
"11090","045",3019
"11091","591",1312
"11092","265",513
"11093","076",3933
"11094","031",2605
"11095","036",4674
"11096","386",4877
"11097","224",3579
"11098","176",4786
"11099","027",4837
"11100","297",4131
"11101","054",1213
"11102","090",2748
"11103","366",2996
"11104","621",710
"11105","419",1513
"11106","071",3646
"11107","017",4863
"11108","408",710
"11109","261",581
"11110","321",550
"11111","244",2380
"11112","023",5463
"11113","376",1326
"11114","029",2510
"11115","208",1188
"11116","449",4993
"11117","040",3316
"11118","638",346
"11119","172",1881
"11120","019",2697
"11121","570",5653
"11122","299",4599
"11123","270",4522
"11124","415",1475
"11125","068",3652
"11126","440",3553
"11127","509",2535
"11128","267",4799
"11129","200",5441
"11130","291",3699
"11131","187",359
"11132","212",3507
"11133","304",4344
"11134","185",2979
"11135","240",4962
"11136","211",414
"11137","549",88
"11138","472",5291
"11139","312",1186
"11140","004",5412
"11141","556",4189
"11142","127",2233
"11143","245",3803
"11144","416",4517
"11145","315",5232
"11146","553",2842
"11147","130",3574
"11148","215",5383
"11149","071",1763
"11150","227",588
"11151","281",1776
"11152","236",5346
"11153","101",4061
"11154","087",1253
"11155","222",552
"11156","412",4891
"11157","015",2726
"11158","519",1313
"11159","002",4861
"11160","122",4896
"11161","736",3496
"11162","041",2013
"11163","294",5415
"11164","024",5114
"11165","107",3885
"11166","334",1221
"11167","273",2576
"11168","243",2167
"11169","333",4588
"11170","549",3369
"11171","410",3799
"11172","415",4993
"11173","293",4451
"11174","148",851
"11175","325",482
"11176","194",4344
"11177","379",4877
"11178","053",3975
"11179","175",2946
"11180","277",599
"11181","173",1272
"11182","253",1363
"11183","014",240
"11184","009",25
"11185","243",2678
"11186","100",4048
"11187","475",1118
"11188","097",2871
"11189","270",2193
"11190","076",971
"11191","251",4759
"11192","638",231
"11193","548",5407
"11194","418",483
"11195","389",4356
"11196","406",3007
"11197","013",559
"11198","291",2651
"11199","261",2304
"11200","377",734
"11201","077",3326
"11202","100",2372
"11203","008",3678
"11204","334",2698
"11205","060",2232
"11206","304",5617
"11207","044",1951
"11208","002",4348
"11209","222",4061
"11210","229",4050
"11211","176",1272
"11212","326",4517
"11213","064",3379
"11214","006",1739
"11215","166",1163
"11216","143",1868
"11217","138",8
"11218","483",1453
"11219","302",3441
"11220","086",4386
"11221","132",3820
"11222","226",2805
"11223","422",3359
"11224","590",3466
"11225","173",1981
"11226","275",2698
"11227","141",1716
"11228","142",1272
"11229","195",4834
"11230","043",1524
"11231","373",2921
"11232","263",2356
"11233","195",2669
"11234","078",568
"11235","466",3099
"11236","315",4758
"11237","397",4415
"11238","045",3964
"11239","045",5169
"11240","342",3134
"11241","113",758
"11242","064",4464
"11243","199",421
"11244","289",1977
"11245","462",2447
"11246","035",1623
"11247","097",590
"11248","069",4331
"11249","044",1942
"11250","287",4511
"11251","672",5
"11252","313",3886
"11253","093",3180
"11254","409",1774
"11255","100",1593
"11256","088",2534
"11257","208",927
"11258","573",12
"11259","519",4145
"11260","077",5048
"11261","094",1951
"11262","425",368
"11263","356",5137
"11264","014",2291
"11265","109",4711
"11266","311",814
"11267","316",3715
"11268","175",4008
"11269","189",3820
"11270","171",3499
"11271","265",486
"11272","423",4805
"11273","431",5630
"11274","234",650
"11275","342",2698
"11276","123",142
"11277","246",4421
"11278","651",4688
"11279","038",2334
"11280","306",3204
"11281","052",1881
"11282","158",2222
"11283","396",3940
"11284","200",599
"11285","515",3721
"11286","063",2490
"11287","357",5291
"11288","208",5412
"11289","162",3761
"11290","268",4492
"11291","266",1186
"11292","040",4700
"11293","279",3186
"11294","122",2002
"11295","414",1049
"11296","146",4821
"11297","414",423
"11298","003",1477
"11299","277",3940
"11300","254",1714
"11301","285",1699
"11302","220",3980
"11303","548",3484
"11304","220",4768
"11305","317",4926
"11306","300",5007
"11307","286",4381
"11308","359",1096
"11309","430",55
"11310","391",4027
"11311","026",634
"11312","181",751
"11313","036",1647
"11314","019",3279
"11315","249",4736
"11316","438",1992
"11317","174",4516
"11318","104",785
"11319","666",4345
"11320","210",501
"11321","043",4770
"11322","593",5598
"11323","251",4039
"11324","026",1233
"11325","039",3876
"11326","314",3284
"11327","076",3064
"11328","281",3007
"11329","311",3479
"11330","087",1406
"11331","078",1256
"11332","253",4691
"11333","079",886
"11334","373",4961
"11335","381",5430
"11336","568",2269
"11337","278",129
"11338","506",1338
"11339","089",4613
"11340","307",1791
"11341","130",3684
"11342","069",4970
"11343","315",4033
"11344","681",2096
"11345","020",992
"11346","097",361
"11347","438",1307
"11348","593",822
"11349","069",3563
"11350","161",5183
"11351","114",4251
"11352","297",3218
"11353","105",37
"11354","559",5021
"11355","269",5580
"11356","533",1760
"11357","144",1905
"11358","194",3252
"11359","205",2089
"11360","196",2384
"11361","078",678
"11362","210",3802
"11363","039",3537
"11364","488",81
"11365","096",4750
"11366","182",4043
"11367","094",3490
"11368","246",1703
"11369","595",4173
"11370","369",4840
"11371","377",4624
"11372","219",1738
"11373","359",2208
"11374","434",5443
"11375","013",1092
"11376","653",2971
"11377","208",4865
"11378","224",2188
"11379","190",1813
"11380","143",2605
"11381","348",4061
"11382","174",532
"11383","004",665
"11384","275",1859
"11385","329",1568
"11386","143",4546
"11387","138",2569
"11388","500",985
"11389","219",3876
"11390","074",1184
"11391","184",567
"11392","047",3019
"11393","163",972
"11394","115",4596
"11395","070",1130
"11396","469",1859
"11397","117",1105
"11398","001",2373
"11399","052",3811
"11400","596",3969
"11401","508",3460
"11402","346",2193
"11403","040",5626
"11404","526",5604
"11405","233",3244
"11406","111",1288
"11407","452",2099
"11408","281",1849
"11409","336",3306
"11410","548",419
"11411","411",5554
"11412","153",1918
"11413","404",920
"11414","046",1749
"11415","347",4959
"11416","222",1739
"11417","316",3422
"11418","023",4927
"11419","550",549
"11420","286",5438
"11421","335",3706
"11422","042",5179
"11423","048",3312
"11424","100",2121
"11425","059",3895
"11426","224",4505
"11427","279",797
"11428","338",5395
"11429","076",5132
"11430","071",259
"11431","270",3435
"11432","360",4930
"11433","704",4643
"11434","182",414
"11435","040",2816
"11436","109",5040
"11437","611",5598
"11438","223",5059
"11439","872",2066
"11440","124",5075
"11441","566",352
"11442","193",4459
"11443","193",130
"11444","344",198
"11445","275",1484
"11446","128",5182
"11447","377",1914
"11448","296",152
"11449","585",2899
"11450","381",3047
"11451","016",5271
"11452","041",1434
"11453","072",5630
"11454","548",3960
"11455","182",326
"11456","046",4325
"11457","230",5124
"11458","444",1951
"11459","040",4316
"11460","268",4465
"11461","225",2852
"11462","390",872
"11463","496",2366
"11464","065",2304
"11465","041",1920
"11466","124",4937
"11467","211",3603
"11468","181",2222
"11469","207",70
"11470","336",955
"11471","294",486
"11472","836",2066
"11473","318",3186
"11474","244",2143
"11475","088",5476
"11476","450",449
"11477","131",2556
"11478","474",4997
"11479","441",667
"11480","185",4340
"11481","181",3265
"11482","338",2830
"11483","692",1406
"11484","222",3610
"11485","229",129
"11486","182",932
"11487","612",1696
"11488","143",5605
"11489","383",632
"11490","393",1337
"11491","199",4952
"11492","053",4027
"11493","417",5253
"11494","195",1951
"11495","452",4017
"11496","468",740
"11497","106",579
"11498","224",4692
"11499","077",3224
"11500","104",3186
"11501","641",2099
"11502","362",4639
"11503","498",3998
"11504","194",264
"11505","185",3321
"11506","332",3964
"11507","326",2484
"11508","099",4220
"11509","648",3914
"11510","209",4430
"11511","033",2424
"11512","012",3093
"11513","081",2126
"11514","307",1434
"11515","023",2099
"11516","130",1394
"11517","199",3995
"11518","648",3134
"11519","108",2469
"11520","019",1658
"11521","389",2167
"11522","049",2192
"11523","304",3898
"11524","281",1638
"11525","077",4430
"11526","658",4596
"11527","400",750
"11528","489",1067
"11529","302",5593
"11530","490",2155
"11531","051",3988
"11532","178",5621
"11533","296",851
"11534","255",746
"11535","173",632
"11536","088",3377
"11537","357",4826
"11538","529",2252
"11539","070",4413
"11540","048",3804
"11541","441",3871
"11542","215",3283
"11543","192",2820
"11544","154",3933
"11545","321",3229
"11546","067",4172
"11547","177",599
"11548","389",4012
"11549","177",581
"11550","082",209
"11551","187",617
"11552","063",3466
"11553","286",650
"11554","099",4089
"11555","185",3207
"11556","242",4645
"11557","343",2612
"11558","312",4655
"11559","002",2274
"11560","132",237
"11561","343",1192
"11562","523",2289
"11563","229",3272
"11564","140",173
"11565","191",4043
"11566","395",768
"11567","159",660
"11568","062",3936
"11569","757",2739
"11570","059",2310
"11571","218",866
"11572","373",1568
"11573","181",1749
"11574","180",5642
"11575","574",3547
"11576","194",3904
"11577","458",3844
"11578","622",567
"11579","153",4550
"11580","385",4256
"11581","019",2404
"11582","103",2054
"11583","010",2066
"11584","338",453
"11585","143",3331
"11586","129",341
"11587","175",1353
"11588","010",173
"11589","267",4012
"11590","192",1907
"11591","228",3933
"11592","305",5452
"11593","063",5636
"11594","083",1905
"11595","126",4383
"11596","295",5143
"11597","216",1658
"11598","433",3477
"11599","323",231
"11600","621",1095
"11601","436",1860
"11602","090",5143
"11603","422",4872
"11604","185",4094
"11605","330",5362
"11606","017",5554
"11607","062",2013
"11608","588",1800
"11609","132",3658
"11610","386",2036
"11611","066",2045
"11612","196",2113
"11613","325",3224
"11614","338",1623
"11615","050",5490
"11616","008",4511
"11617","231",819
"11618","189",1051
"11619","040",5371
"11620","137",3368
"11621","278",2377
"11622","298",3382
"11623","143",706
"11624","256",5009
"11625","068",173
"11626","230",1682
"11627","110",5521
"11628","194",4857
"11629","364",392
"11630","255",3180
"11631","105",4910
"11632","295",4120
"11633","105",4887
"11634","393",4865
"11635","023",4759
"11636","089",1174
"11637","042",1791
"11638","260",3786
"11639","018",3139
"11640","206",38
"11641","399",4141
"11642","117",5263
"11643","659",4162
"11644","468",2729
"11645","004",2484
"11646","418",3893
"11647","512",289
"11648","302",734
"11649","268",785
"11650","332",1611
"11651","269",3989
"11652","082",2912
"11653","020",4784
"11654","220",3262
"11655","576",321
"11656","602",434
"11657","571",2662
"11658","392",1951
"11659","334",2291
"11660","125",5090
"11661","068",351
"11662","059",1696
"11663","154",879
"11664","713",2269
"11665","558",5284
"11666","186",2963
"11667","264",3284
"11668","022",2291
"11669","200",1394
"11670","023",3064
"11671","416",1186
"11672","209",2528
"11673","349",3765
"11674","110",34
"11675","137",5302
"11676","427",2739
"11677","698",2879
"11678","058",1696
"11679","030",5594
"11680","626",4948
"11681","228",5132
"11682","246",418
"11683","142",1322
"11684","299",2777
"11685","237",5021
"11686","104",70
"11687","039",1456
"11688","413",5048
"11689","303",3203
"11690","281",1942
"11691","142",2116
"11692","241",517
"11693","243",431
"11694","450",1461
"11695","276",4073
"11696","340",2316
"11697","123",2347
"11698","056",3813
"11699","038",3363
"11700","247",2714
"11701","427",2777
"11702","331",4409
"11703","354",582
"11704","432",5554
"11705","212",4523
"11706","115",4247
"11707","660",484
"11708","422",3741
"11709","832",2805
"11710","243",70
"11711","370",5671
"11712","470",4993
"11713","052",4375
"11714","323",501
"11715","421",3039
"11716","126",5630
"11717","090",1791
"11718","024",5048
"11719","429",1512
"11720","194",68
"11721","168",1776
"11722","756",999
"11723","210",1837
"11724","357",418
