"","cod_dept","area","pop"
"6457","43","1335","383"
"6458","33","757","3295"
"6459","09","548","112"
"6460","38","2196","787"
"6461","64","2393","489"
"6462","31","339","4187"
"6463","59","397","4443"
"6464","23","2716","306"
"6465","37","2779","7471"
"6466","55","1593","117"
"6467","62","225","128"
"6468","27","1510","2413"
"6469","42","2555","236"
"6470","35","1545","601"
"6471","70","2669","778"
"6472","73","769","272"
"6473","59","690","20990"
"6474","76","403","348"
"6475","66","566","985"
"6476","79","4198","1752"
"6477","82","9770","1502"
"6478","02","894","768"
"6479","72","2884","918"
"6480","51","1502","46"
"6481","03","2183","402"
"6482","23","1312","197"
"6483","71","1341","327"
"6484","24","1227","254"
"6485","28","1309","920"
"6486","07","2152","1166"
"6487","21","2066","137"
"6488","46","584","138"
"6489","66","748","661"
"6490","80","655","180"
"6491","15","1492","37"
"6492","57","1201","230"
"6493","27","1187","223"
"6494","70","244","171"
"6495","79","1168","384"
"6496","64","1381","3973"
"6497","72","1760","504"
"6498","86","3941","1322"
"6499","51","728","538"
"6500","77","359","273"
"6501","27","1221","554"
"6502","54","330","103"
"6503","50","663","1896"
"6504","56","3817","1196"
"6505","59","806","4395"
"6506","52","808","65"
"6507","31","397","76"
"6508","71","2037","246"
"6509","62","708","677"
"6510","50","286","111"
"6511","43","109","1574"
"6512","55","619","62"
"6513","03","1180","768"
"6514","64","895","93"
"6515","68","1851","1910"
"6516","94","529","57184"
"6517","27","413","456"
"6518","34","1105","1026"
"6519","65","108","279"
"6520","32","3921","1128"
"6521","43","4580","2837"
"6522","61","332","114"
"6523","06","1701","807"
"6524","31","129","2899"
"6525","86","2285","3203"
"6526","80","924","627"
"6527","76","1992","1891"
"6528","88","323","170"
"6529","08","846","151"
"6530","16","1742","301"
"6531","10","774","235"
"6532","52","576","82"
"6533","76","870","778"
"6534","01","967","1030"
"6535","02","876","290"
"6536","27","1043","743"
"6537","60","393","305"
"6538","24","2408","6836"
"6539","88","882","495"
"6540","17","1253","358"
"6541","25","1113","133"
"6542","59","539","674"
"6543","15","1768","180"
"6544","27","402","578"
"6545","56","487","4116"
"6546","06","9959","722"
"6547","10","1147","100"
"6548","27","2160","1295"
"6549","33","333","182"
"6550","62","427","281"
"6551","87","4070","1120"
"6552","30","2108","2618"
"6553","58","414","2086"
"6554","73","505","668"
"6555","24","669","82"
"6556","68","1171","1781"
"6557","11","862","521"
"6558","08","214","226"
"6559","59","747","1538"
"6560","62","621","6958"
"6561","33","258","773"
"6562","85","2577","2118"
"6563","18","2907","385"
"6564","59","635","1267"
"6565","54","409","255"
"6566","10","956","1326"
"6567","13","3488","15780"
"6568","25","752","277"
"6569","83","3479","1145"
"6570","76","541","308"
"6571","65","1974","445"
"6572","70","937","115"
"6573","60","307","131"
"6574","05","2191","88"
"6575","81","888","265"
"6576","26","1346","64"
"6577","43","1188","31"
"6578","39","541","80"
"6579","52","563","76"
"6580","62","479","413"
"6581","62","611","2163"
"6582","69","1728","1928"
"6583","95","396","4166"
"6584","77","733","1109"
"6585","10","1335","207"
"6586","15","4664","1118"
"6587","55","723","87"
"6588","60","1264","464"
"6589","50","837","198"
"6590","07","1476","88"
"6591","26","3342","33632"
"6592","13","6917","8671"
"6593","36","1163","105"
"6594","54","1517","370"
"6595","77","1099","485"
"6596","89","1593","306"
"6597","61","1872","254"
"6598","19","3521","223"
"6599","58","516","52"
"6600","33","1537","435"
"6601","28","1393","263"
"6602","52","2216","218"
"6603","22","718","2425"
"6604","56","1444","560"
"6605","79","2162","908"
"6606","08","1186","171"
"6607","01","1325","117"
"6608","54","937","706"
"6609","46","520","196"
"6610","32","739","115"
"6611","17","4210","1208"
"6612","56","2510","13915"
"6613","67","524","832"
"6614","61","939","143"
"6615","38","719","3906"
"6616","43","3508","215"
"6617","02","760","242"
"6618","55","843","326"
"6619","57","1178","10002"
"6620","31","1350","498"
"6621","35","2506","1374"
"6622","33","644","286"
"6623","60","658","318"
"6624","18","2876","213"
"6625","42","2132","3815"
"6626","15","1888","235"
"6627","29","169","198"
"6628","32","2495","307"
"6629","91","1046","7579"
"6630","70","1696","470"
"6631","38","1043","828"
"6632","27","1864","1270"
"6633","65","1443","1358"
"6634","76","811","708"
"6635","24","721","449"
"6636","16","1564","430"
"6637","62","948","431"
"6638","01","1820","805"
"6639","21","632","133"
"6640","21","577","1073"
"6641","42","308","6125"
"6642","54","515","214"
"6643","62","613","256"
"6644","10","1647","663"
"6645","67","306","1394"
"6646","68","552","866"
"6647","42","1164","785"
"6648","39","1026","333"
"6649","79","1105","372"
"6650","81","2271","1310"
"6651","84","559","859"
"6652","87","3157","497"
"6653","53","936","767"
"6654","63","3882","1761"
"6655","41","5470","609"
"6656","17","1470","761"
"6657","54","485","109"
"6658","54","1341","266"
"6659","24","687","237"
"6660","84","5393","1120"
"6661","09","2554","96"
"6662","40","2349","48"
"6663","57","292","78"
"6664","13","1545","4372"
"6665","11","1511","133"
"6666","52","612","63"
"6667","02","713","166"
"6668","56","4111","1755"
"6669","45","2640","1866"
"6670","59","618","205"
"6671","47","1353","387"
"6672","71","1211","401"
"6673","21","738","121"
"6674","67","2569","10932"
"6675","73","638","573"
"6676","91","488","626"
"6677","54","506","67"
"6678","81","1123","147"
"6679","02","996","197"
"6680","12","1088","158"
"6681","48","1335","93"
"6682","81","1282","304"
"6683","68","615","945"
"6684","02","1303","352"
"6685","22","1272","1290"
"6686","34","1266","35"
"6687","40","860","380"
"6688","88","631","143"
"6689","46","1032","220"
"6690","85","2646","1740"
"6691","02","1881","557"
"6692","70","1610","1987"
"6693","40","1693","700"
"6694","81","1471","411"
"6695","50","566","165"
"6696","71","3184","521"
"6697","63","1084","115"
"6698","74","1220","1053"
"6699","46","887","153"
"6700","88","2729","610"
"6701","17","1393","529"
"6702","54","520","1891"
"6703","21","2223","2066"
"6704","55","1822","231"
"6705","58","1901","136"
"6706","70","634","52"
"6707","02","895","461"
"6708","23","2747","564"
"6709","2B","1025","674"
"6710","33","955","305"
"6711","38","1152","2394"
"6712","34","3140","9506"
"6713","12","2296","369"
"6714","28","1968","3447"
"6715","50","685","223"
"6716","64","551","144"
"6717","63","932","323"
"6718","70","433","72"
"6719","17","1948","349"
"6720","42","1564","10690"
"6721","32","1520","461"
"6722","76","546","735"
"6723","27","1173","949"
"6724","24","3183","528"
"6725","73","1555","966"
"6726","21","2171","771"
"6727","55","2525","375"
"6728","32","803","180"
"6729","10","957","262"
"6730","68","1645","2520"
"6731","50","1290","1177"
"6732","67","395","460"
"6733","95","413","724"
"6734","74","392","217"
"6735","24","1633","127"
"6736","60","943","1653"
"6737","31","732","443"
"6738","11","826","68"
"6739","32","1307","212"
"6740","67","447","685"
"6741","74","613","3884"
"6742","87","6915","2050"
"6743","08","277","141"
"6744","88","1010","1541"
"6745","62","833","252"
"6746","12","2301","555"
"6747","05","4096","856"
"6748","69","842","17787"
"6749","21","711","209"
"6750","46","886","179"
"6751","24","2551","1513"
"6752","40","8093","1518"
"6753","69","580","1154"
"6754","21","2847","190"
"6755","71","598","128"
"6756","87","3834","2424"
"6757","04","4018","49"
"6758","27","1152","1140"
"6759","44","1470","3516"
"6760","88","1053","303"
"6761","02","1035","2829"
"6762","77","622","291"
"6763","25","519","362"
"6764","13","3683","5388"
"6765","52","1446","512"
"6766","68","407","780"
"6767","05","1119","133"
"6768","17","553","372"
"6769","59","1716","7407"
"6770","30","566","238"
"6771","51","2116","314"
"6772","52","470","320"
"6773","17","1395","804"
"6774","60","676","493"
"6775","26","2154","213"
"6776","11","321","57"
"6777","42","543","412"
"6778","38","1337","1858"
"6779","24","2330","1215"
"6780","16","1021","132"
"6781","55","480","59"
"6782","72","1933","682"
"6783","89","2121","2248"
"6784","37","2142","486"
"6785","02","1987","576"
"6786","49","3733","5648"
"6787","95","413","68"
"6788","16","604","2080"
"6789","95","879","208"
"6790","02","1350","1219"
"6791","11","1303","410"
"6792","47","2140","722"
"6793","73","362","660"
"6794","24","603","196"
"6795","57","1046","321"
"6796","37","3448","2689"
"6797","52","800","103"
"6798","61","4711","1202"
"6799","64","835","588"
"6800","31","567","106"
"6801","77","692","463"
"6802","88","1465","231"
"6803","01","1088","719"
"6804","60","648","198"
"6805","14","628","178"
"6806","02","108","42"
"6807","08","736","85"
"6808","57","4125","1527"
"6809","09","683","173"
"6810","71","1130","152"
"6811","24","1077","1213"
"6812","04","2263","248"
"6813","50","551","414"
"6814","48","2321","98"
"6815","64","609","252"
"6816","74","733","801"
"6817","65","1006","238"
"6818","34","415","477"
"6819","50","306","4307"
"6820","58","1108","70"
"6821","62","294","476"
"6822","76","845","91"
"6823","67","171","311"
"6824","31","468","2927"
"6825","03","823","89"
"6826","23","2136","268"
"6827","65","1634","244"
"6828","19","1157","105"
"6829","21","1210","176"
"6830","30","686","361"
"6831","27","1402","360"
"6832","47","792","118"
"6833","51","1354","97"
"6834","72","1254","139"
"6835","39","663","258"
"6836","22","1127","255"
"6837","49","2599","799"
"6838","26","2760","3046"
"6839","57","513","359"
"6840","61","1342","720"
"6841","06","2154","246"
"6842","80","1654","1088"
"6843","33","3234","3325"
"6844","12","2692","5833"
"6845","26","2027","1881"
"6846","67","936","1263"
"6847","18","4108","1861"
"6848","17","688","412"
"6849","59","368","1771"
"6850","27","1468","1296"
"6851","57","415","150"
"6852","27","1705","894"
"6853","85","3142","9361"
"6854","37","1809","1247"
"6855","80","1516","534"
"6856","02","1185","1105"
"6857","49","1446","2789"
"6858","16","1329","471"
"6859","22","3123","726"
"6860","88","913","255"
"6861","22","1887","572"
"6862","60","1105","34262"
"6863","80","517","229"
"6864","54","3095","16128"
"6865","38","1384","246"
"6866","62","1088","802"
"6867","57","259","420"
"6868","31","1054","246"
"6869","14","471","686"
"6870","40","2215","703"
"6871","49","2306","870"
"6872","67","878","909"
"6873","21","659","32"
"6874","25","135","958"
"6875","42","1342","314"
"6876","38","1451","8212"
"6877","60","975","191"
"6878","70","767","78"
"6879","70","493","127"
"6880","25","2303","724"
"6881","91","441","326"
"6882","21","1550","74"
"6883","65","294","210"
"6884","73","5882","1920"
"6885","01","2807","1717"
"6886","31","850","211"
"6887","72","2335","515"
"6888","16","1144","126"
"6889","09","2206","124"
"6890","23","899","138"
"6891","72","1200","330"
"6892","27","506","348"
"6893","37","1100","242"
"6894","38","5652","999"
"6895","43","4855","189"
"6896","41","1149","193"
"6897","05","7797","324"
"6898","08","1915","498"
"6899","12","1162","198"
"6900","42","908","134"
"6901","43","2195","141"
"6902","29","2858","2842"
"6903","25","446","472"
"6904","52","5919","2072"
"6905","13","2381","4479"
"6906","55","1433","1476"
"6907","02","339","70"
"6908","32","2746","1140"
"6909","52","1935","117"
"6910","69","1771","441"
"6911","77","1290","647"
"6912","78","575","3019"
"6913","33","764","371"
"6914","38","1077","980"
"6915","76","1594","1657"
"6916","63","1619","77"
"6917","88","514","223"
"6918","68","121","480"
"6919","78","1262","961"
"6920","22","3067","2164"
"6921","21","1022","688"
"6922","83","3260","228"
"6923","21","3047","909"
"6924","72","446","255"
"6925","40","2562","1359"
"6926","32","3490","1136"
"6927","38","1580","1859"
"6928","24","2349","752"
"6929","44","3447","2710"
"6930","70","1226","546"
"6931","74","1084","2122"
"6932","88","891","121"
"6933","89","3064","918"
"6934","48","3295","535"
"6935","64","1067","1606"
"6936","54","684","1991"
"6937","58","735","38"
"6938","01","280","260"
"6939","08","3613","1066"
"6940","71","636","1119"
"6941","67","761","483"
"6942","79","2125","1423"
"6943","91","1622","2979"
"6944","46","704","110"
"6945","79","1142","485"
"6946","27","312","142"
"6947","31","1147","362"
"6948","27","1006","4657"
"6949","2B","483","121"
"6950","70","859","581"
"6951","09","1470","148"
"6952","14","647","319"
"6953","59","857","2259"
"6954","59","528","866"
"6955","47","1992","1718"
"6956","64","947","1799"
"6957","73","1590","886"
"6958","73","9852","426"
"6959","80","576","230"
"6960","38","931","2222"
"6961","19","1095","835"
"6962","32","1594","176"
"6963","80","1000","233"
"6964","23","1288","86"
"6965","76","259","391"
"6966","67","1077","2628"
"6967","84","6491","90305"
"6968","22","760","960"
"6969","34","858","832"
"6970","31","120","90"
"6971","26","572","558"
"6972","08","680","131"
"6973","08","826","329"
"6974","75","846","237120"
"6975","50","1164","224"
"6976","19","1005","59"
"6977","06","956","2526"
"6978","07","1463","11803"
"6979","31","517","227"
"6980","80","551","126"
"6981","22","1174","759"
"6982","25","812","151"
"6983","01","1423","677"
"6984","02","851","163"
"6985","32","1083","124"
"6986","47","3890","1509"
"6987","58","1865","312"
"6988","03","1695","140"
"6989","42","3164","1744"
"6990","28","1108","453"
"6991","53","799","340"
"6992","57","712","550"
"6993","54","949","192"
"6994","21","545","187"
"6995","64","201","144"
"6996","37","2302","975"
"6997","87","615","149"
"6998","76","1649","17343"
"6999","51","507","88"
"7000","76","398","35"
"7001","62","596","328"
"7002","08","691","3599"
"7003","26","855","569"
"7004","26","1609","541"
"7005","64","789","916"
"7006","43","770","36"
"7007","12","3088","504"
"7008","15","4054","176"
"7009","54","628","348"
"7010","25","344","81"
"7011","23","2403","361"
"7012","08","1020","1117"
"7013","80","1084","509"
"7014","60","692","276"
"7015","40","599","248"
"7016","19","3338","234"
"7017","77","904","965"
"7018","32","399","101"
"7019","17","4160","2642"
"7020","55","2743","2743"
"7021","62","378","244"
"7022","88","3206","413"
"7023","78","659","841"
"7024","07","1576","845"
"7025","24","1093","154"
"7026","36","2141","481"
"7027","56","601","1439"
"7028","2B","282","29"
"7029","24","624","111"
"7030","54","2543","2871"
"7031","71","885","120"
"7032","45","1919","239"
"7033","37","4773","1112"
"7034","27","307","324"
"7035","55","2479","206"
"7036","81","1527","2027"
"7037","48","1607","191"
"7038","62","738","695"
"7039","88","2495","120"
"7040","39","872","208"
"7041","81","967","189"
"7042","17","700","115"
"7043","21","1007","211"
"7044","40","2557","344"
"7045","63","1385","489"
"7046","85","1382","1331"
"7047","62","409","316"
"7048","15","987","563"
"7049","32","1013","138"
"7050","15","1242","110"
"7051","26","1668","34"
"7052","71","1007","189"
"7053","77","788","299"
"7054","84","1837","4710"
"7055","55","3348","953"
"7056","49","1611","1782"
"7057","45","5008","4059"
"7058","60","802","683"
"7059","15","1440","753"
"7060","02","433","214"
"7061","27","1195","399"
"7062","54","699","123"
"7063","16","1495","510"
"7064","67","350","951"
"7065","46","1860","302"
"7066","21","663","446"
"7067","21","1033","1398"
"7068","36","6763","538"
"7069","02","1057","119"
"7070","48","2423","241"
"7071","22","1470","210"
"7072","52","1665","103"
"7073","31","3060","491"
"7074","17","1352","1269"
"7075","63","4115","145"
"7076","01","2400","550"
"7077","10","1636","861"
"7078","21","498","101"
"7079","26","921","235"
"7080","87","3073","398"
"7081","46","2161","596"
"7082","21","2841","267"
"7083","12","1374","224"
"7084","79","3206","873"
"7085","36","1724","782"
"7086","51","840","334"
"7087","69","793","5382"
"7088","71","505","95"
"7089","80","505","1409"
"7090","28","1713","5524"
"7091","38","818","375"
"7092","27","298","284"
"7093","64","936","729"
"7094","67","467","2151"
"7095","54","1622","2640"
"7096","24","1889","544"
"7097","64","946","100"
"7098","65","920","306"
"7099","27","173","75"
"7100","70","613","380"
"7101","15","1730","66"
"7102","61","438","69"
"7103","24","4856","1587"
"7104","77","1066","207"
"7105","19","1199","1021"
"7106","47","2539","1078"
"7107","31","1480","204"
"7108","76","751","1356"
"7109","10","2303","247"
"7110","12","1899","96"
"7111","31","1642","263"
"7112","32","692","141"
"7113","38","1387","610"
"7114","55","1186","123"
"7115","16","1447","185"
"7116","54","547","183"
"7117","67","217","183"
"7118","67","534","823"
"7119","70","675","108"
"7120","08","644","66"
"7121","88","882","276"
"7122","24","937","815"
"7123","77","2088","536"
"7124","62","1036","7743"
"7125","62","1436","5330"
"7126","59","1214","901"
"7127","49","4941","4030"
"7128","81","4501","49342"
"7129","56","787","336"
"7130","35","1041","1958"
"7131","86","1058","291"
"7132","57","1053","435"
"7133","47","2450","1329"
"7134","31","543","138"
"7135","60","447","535"
"7136","62","434","437"
"7137","17","968","192"
"7138","55","2904","39"
"7139","62","858","720"
"7140","10","285","85"
"7141","18","758","215"
"7142","50","621","147"
"7143","80","800","356"
"7144","82","1226","208"
"7145","14","842","359"
"7146","27","1408","1840"
"7147","80","1026","480"
"7148","95","1688","2008"
"7149","08","1180","534"
"7150","07","1404","2114"
"7151","21","342","107"
"7152","21","1545","104"
"7153","41","7443","832"
"7154","31","774","217"
"7155","53","2052","379"
"7156","63","2175","806"
"7157","29","7809","5569"
"7158","24","850","344"
"7159","04","1067","58"
"7160","25","997","3607"
"7161","27","1800","504"
"7162","27","1242","774"
"7163","65","254","175"
"7164","10","1056","243"
"7165","77","662","161"
"7166","76","1157","280"
"7167","30","1425","1955"
"7168","50","297","160"
"7169","67","228","352"
"7170","76","1662","261"
"7171","87","4080","890"
"7172","45","1759","8114"
"7173","57","678","2796"
"7174","23","1502","157"
"7175","32","488","81"
"7176","49","2805","2290"
"7177","35","1533","9114"
"7178","78","1836","949"
"7179","59","658","684"
"7180","51","833","144"
"7181","39","455","768"
"7182","21","2310","522"
"7183","76","448","224"
"7184","16","485","92"
"7185","62","945","563"
"7186","46","642","170"
"7187","84","1674","8134"
"7188","66","1265","1989"
"7189","95","1235","309"
"7190","57","1959","5578"
"7191","11","2195","3434"
"7192","12","2337","157"
"7193","38","633","1033"
"7194","50","1265","552"
"7195","90","474","4823"
"7196","47","1673","5486"
"7197","28","1033","296"
"7198","25","1488","2162"
"7199","51","2850","1089"
"7200","21","2782","304"
"7201","63","1400","714"
"7202","60","578","745"
"7203","70","762","52"
"7204","51","2922","522"
"7205","12","3571","964"
"7206","2A","405","64"
"7207","63","376","803"
"7208","27","1480","666"
"7209","28","2007","202"
"7210","28","919","173"
"7211","33","317","336"
"7212","60","914","575"
"7213","74","697","1677"
"7214","84","2719","1308"
"7215","10","946","123"
"7216","07","2007","1171"
"7217","25","217","53"
"7218","76","642","268"
"7219","57","758","868"
"7220","06","4955","323"
"7221","81","2764","270"
"7222","86","7273","1301"
"7223","55","1045","361"
"7224","37","418","197"
"7225","53","1351","476"
"7226","56","4128","3416"
"7227","27","279","51"
"7228","26","4791","337"
"7229","65","691","193"
"7230","81","2257","209"
"7231","80","221","273"
"7232","15","1858","180"
"7233","01","648","261"
"7234","77","756","149"
"7235","19","2547","866"
"7236","31","843","518"
"7237","28","643","124"
"7238","52","1079","435"
"7239","80","712","582"
"7240","41","1456","336"
"7241","42","820","653"
"7242","14","174","691"
"7243","11","2234","875"
"7244","33","12062","7303"
"7245","88","593","163"
"7246","07","1871","823"
"7247","65","394","400"
"7248","85","2983","1348"
"7249","36","4767","677"
"7250","60","721","262"
"7251","73","484","258"
"7252","76","312","471"
"7253","03","4210","657"
"7254","62","477","331"
"7255","52","741","47"
"7256","26","2167","38"
"7257","60","994","1577"
"7258","33","1421","16954"
"7259","48","238","218"
"7260","67","242","197"
"7261","87","1426","171"
"7262","71","2313","446"
"7263","22","3600","3014"
"7264","39","773","2033"
"7265","42","2435","1128"
"7266","67","921","2201"
"7267","91","749","613"
"7268","62","466","133"
"7269","70","719","101"
"7270","16","476","335"
"7271","59","491","2720"
"7272","30","1935","1438"
"7273","90","534","1278"
"7274","80","1056","2745"
"7275","25","1223","372"
"7276","29","1744","1110"
"7277","69","553","1440"
"7278","08","6212","1350"
"7279","17","4026","681"
"7280","10","586","99"
"7281","54","805","980"
"7282","62","897","1597"
"7283","39","1037","1653"
"7284","38","1881","701"
"7285","21","422","42"
"7286","79","1556","1523"
"7287","95","669","201"
"7288","81","645","455"
"7289","29","1219","5845"
"7290","31","466","142"
"7291","24","1991","452"
"7292","11","1229","264"
"7293","83","2025","715"
"7294","63","1599","439"
"7295","85","1676","801"
"7296","79","1915","993"
"7297","89","697","1171"
"7298","86","2984","341"
"7299","02","752","595"
"7300","08","835","267"
"7301","24","825","738"
"7302","45","1301","333"
"7303","80","1249","643"
"7304","67","744","702"
"7305","64","24881","1187"
"7306","17","2991","1100"
"7307","81","3416","2886"
"7308","07","840","217"
"7309","52","534","72"
"7310","58","574","159"
"7311","59","995","563"
"7312","35","918","1189"
"7313","66","2079","2148"
"7314","36","1480","295"
"7315","40","555","201"
"7316","43","2160","159"
"7317","55","1844","192"
"7318","13","2637","4857"
"7319","32","1755","203"
"7320","34","671","47"
"7321","80","784","2388"
"7322","12","1812","534"
"7323","22","1585","1515"
"7324","46","3123","982"
"7325","16","1853","204"
"7326","49","3086","911"
"7327","38","4332","196"
"7328","13","3098","5321"
"7329","24","1177","118"
"7330","26","2917","1629"
"7331","62","2149","4386"
"7332","53","665","172"
"7333","51","3010","150"
"7334","2A","16947","11354"
"7335","2B","557","65"
"7336","12","1704","104"
"7337","57","613","118"
"7338","31","722","535"
"7339","72","886","801"
"7340","50","1189","1379"
"7341","51","2552","116"
"7342","43","1051","841"
"7343","67","3044","781"
"7344","17","1633","1204"
"7345","22","1739","4903"
"7346","11","2208","19"
"7347","08","1199","229"
"7348","01","2686","1421"
"7349","04","3043","218"
"7350","74","2587","4236"
"7351","95","359","68"
"7352","17","931","66"
"7353","49","670","413"
"7354","50","870","1339"
"7355","85","1472","545"
"7356","88","1483","735"
"7357","30","1090","3476"
"7358","95","720","29826"
"7359","39","2234","570"
"7360","21","1141","81"
"7361","25","660","217"
"7362","81","1213","183"
"7363","25","602","111"
"7364","08","1228","338"
"7365","33","8908","2430"
"7366","58","2509","578"
"7367","33","1409","1914"
"7368","39","635","279"
"7369","82","931","124"
"7370","71","1106","256"
"7371","85","4038","3490"
"7372","52","736","34"
"7373","63","1012","691"
"7374","57","291","165"
"7375","80","290","199"
"7376","80","506","117"
"7377","02","829","78"
"7378","33","726","505"
"7379","81","3029","455"
"7380","42","1860","330"
"7381","2A","1813","3657"
"7382","38","600","7266"
"7383","34","869","636"
"7384","91","1675","8111"
"7385","08","451","91"
"7386","54","795","304"
"7387","27","616","310"
"7388","23","3673","618"
"7389","24","304","45"
"7390","87","1229","178"
"7391","31","424","97"
"7392","64","504","552"
"7393","62","406","428"
"7394","94","184","30408"
"7395","21","578","342"
"7396","27","812","549"
"7397","44","1772","2819"
"7398","45","1196","210"
"7399","55","771","271"
"7400","43","414","199"
"7401","62","282","549"
"7402","43","1246","78"
"7403","10","1167","402"
"7404","61","1178","286"
"7405","91","705","2006"
"7406","70","1349","74"
"7407","50","1501","393"
"7408","60","113","689"
"7409","61","2095","163"
"7410","68","658","472"
"7411","57","1213","737"
"7412","54","539","441"
"7413","06","909","3154"
"7414","50","1578","6807"
"7415","16","1435","223"
"7416","16","1463","238"
"7417","09","909","121"
"7418","12","1312","192"
"7419","93","427","47534"
"7420","35","2078","1366"
"7421","52","1658","125"
"7422","10","583","11770"
"7423","73","1074","675"
"7424","10","562","161"
"7425","01","363","157"
"7426","53","651","227"
"7427","17","469","164"
"7428","52","759","739"
"7429","64","758","1854"
"7430","52","2020","2435"
"7431","91","1275","1304"
"7432","76","324","900"
"7433","71","3060","267"
"7434","01","1912","2986"
"7435","73","308","3937"
"7436","59","762","5443"
"7437","06","1954","278"
"7438","14","2413","1146"
"7439","51","397","57"
"7440","80","443","129"
"7441","88","563","56"
"7442","85","2573","987"
"7443","17","1193","153"
"7444","27","532","736"
"7445","67","1038","731"
"7446","51","619","143"
"7447","38","1859","114"
"7448","51","1526","367"
"7449","08","1157","221"
"7450","63","855","74"
"7451","90","755","752"
"7452","09","909","1434"
"7453","21","630","158"
"7454","16","443","136"
"7455","18","1050","216"
"7456","43","1656","172"
"7457","74","1851","1130"
"7458","58","2713","468"
"7459","72","1678","515"
"7460","63","907","448"
"7461","11","664","210"
"7462","57","900","2090"
"7463","32","1380","1499"
"7464","16","740","1033"
"7465","02","474","133"
"7466","62","2075","26748"
"7467","71","2962","1762"
"7468","80","460","258"
"7469","15","5111","506"
"7470","33","948","544"
"7471","70","1034","276"
"7472","57","853","745"
"7473","89","1329","325"
"7474","03","4981","675"
"7475","19","851","321"
"7476","50","2137","325"
"7477","37","505","1803"
"7478","45","2549","1949"
"7479","34","558","728"
"7480","72","336","125"
"7481","31","258","60"
"7482","72","1100","292"
"7483","72","971","2484"
"7484","58","584","188"
"7485","86","2391","1115"
"7486","39","521","186"
"7487","41","2671","1096"
"7488","28","1916","295"
"7489","71","2054","211"
"7490","59","883","5073"
"7491","25","516","75"
"7492","60","500","1529"
"7493","88","632","66"
"7494","21","1200","10486"
"7495","10","1565","209"
"7496","10","916","783"
"7497","17","666","677"
"7498","24","696","113"
"7499","26","1978","131"
"7500","43","495","1265"
"7501","70","917","521"
"7502","53","4181","1549"
"7503","50","590","541"
"7504","80","590","311"
"7505","18","2248","6629"
"7506","63","1066","101"
"7507","14","570","67"
"7508","46","1656","460"
"7509","47","2871","1347"
"7510","50","1229","842"
"7511","39","709","791"
"7512","50","250","97"
"7513","02","367","106"
"7514","73","1616","1982"
"7515","08","811","876"
"7516","89","1223","290"
"7517","72","1188","734"
"7518","37","1791","322"
"7519","76","773","772"
"7520","59","881","378"
"7521","74","8643","5551"
"7522","45","1813","406"
"7523","71","1096","552"
"7524","76","1141","1319"
"7525","40","4336","2461"
"7526","27","198","75"
"7527","57","321","474"
"7528","84","1566","518"
"7529","21","553","254"
"7530","51","340","412"
"7531","32","1487","174"
"7532","14","852","212"
"7533","24","2479","961"
"7534","52","771","81"
"7535","02","549","48"
"7536","65","797","516"
"7537","71","485","1116"
"7538","02","555","306"
"7539","03","2312","377"
"7540","62","608","5923"
"7541","32","1329","207"
"7542","66","1648","13"
"7543","47","1391","475"
"7544","04","1865","64"
"7545","67","259","336"
"7546","60","1737","1509"
"7547","65","533","238"
"7548","23","4798","389"
"7549","37","1369","387"
"7550","87","3137","1117"
"7551","60","536","627"
"7552","16","1514","1098"
"7553","68","909","283"
"7554","10","754","168"
"7555","63","3354","478"
"7556","17","2574","3226"
"7557","02","502","1796"
"7558","39","1027","243"
"7559","89","2602","985"
"7560","35","454","272"
"7561","53","6257","1486"
"7562","62","719","985"
"7563","59","328","252"
"7564","59","516","775"
"7565","74","4402","2882"
"7566","17","2850","1901"
"7567","63","1573","85"
"7568","87","2371","529"
"7569","40","472","191"
"7570","57","608","932"
"7571","89","1792","784"
"7572","39","310","74"
"7573","26","1219","847"
"7574","80","776","2366"
"7575","89","1916","974"
"7576","40","2424","73"
"7577","39","682","100"
"7578","39","946","748"
"7579","08","1214","193"
"7580","60","461","156"
"7581","46","2216","1711"
"7582","62","120","2865"
"7583","67","2312","2764"
"7584","87","1399","516"
"7585","50","449","395"
"7586","41","1738","874"
"7587","60","596","132"
"7588","77","529","211"
"7589","25","1224","174"
"7590","80","637","479"
"7591","27","1332","758"
"7592","24","2062","94"
"7593","93","505","53471"
"7594","81","7349","526"
"7595","31","1551","666"
"7596","59","1173","7623"
"7597","62","878","10639"
"7598","51","627","106"
"7599","68","436","340"
"7600","54","1991","1080"
"7601","2B","3777","3498"
"7602","77","708","553"
"7603","04","1962","76"
"7604","33","637","835"
"7605","37","1957","740"
"7606","70","382","81"
"7607","58","2421","340"
"7608","23","1417","139"
"7609","09","1043","203"
"7610","18","2775","320"
"7611","50","472","135"
"7612","39","784","283"
"7613","60","701","257"
"7614","80","419","99"
"7615","08","830","368"
"7616","66","1570","135"
"7617","76","401","106"
"7618","25","375","105"
"7619","07","543","880"
"7620","45","1831","2485"
"7621","54","451","6163"
"7622","95","278","2241"
"7623","36","1667","245"
"7624","17","2370","655"
"7625","19","2037","311"
"7626","02","626","971"
"7627","64","457","635"
"7628","86","3751","476"
"7629","83","4108","786"
"7630","54","923","343"
"7631","56","2006","951"
"7632","68","1477","1257"
"7633","76","628","276"
"7634","51","1453","153"
"7635","21","688","328"
"7636","86","1848","258"
"7637","24","745","181"
"7638","89","710","409"
"7639","91","401","289"
