"","cod_dept","area","pop"
"20104","80","404","87"
"20105","31","414","198"
"20106","55","1200","183"
"20107","68","3999","4528"
"20108","71","1393","894"
"20109","07","380","229"
"20110","55","761","65"
"20111","14","949","782"
"20112","09","458","139"
"20113","24","1941","313"
"20114","01","780","3646"
"20115","50","2138","704"
"20116","60","1259","1017"
"20117","57","603","1722"
"20118","03","1187","479"
"20119","61","1603","536"
"20120","22","3450","1646"
"20121","26","1109","44"
"20122","40","1101","661"
"20123","01","1164","824"
"20124","25","175","142"
"20125","54","597","1016"
"20126","68","241","239"
"20127","58","2151","271"
"20128","47","1721","290"
"20129","51","928","1590"
"20130","44","7131","6307"
"20131","43","2208","203"
"20132","62","622","465"
"20133","69","203","199"
"20134","18","3318","322"
"20135","80","741","151"
"20136","03","650","2797"
"20137","54","374","4393"
"20138","43","3527","399"
"20139","14","570","797"
"20140","93","227","14261"
"20141","47","1199","155"
"20142","62","628","7473"
"20143","87","1680","145"
"20144","90","297","287"
"20145","10","591","182"
"20146","17","1273","703"
"20147","11","1737","162"
"20148","74","737","1948"
"20149","02","1701","14189"
"20150","63","437","331"
"20151","57","958","92"
"20152","34","318","4231"
"20153","89","861","79"
"20154","57","648","625"
"20155","57","1592","117"
"20156","25","1527","232"
"20157","69","1294","20696"
"20158","70","317","57"
"20159","63","1735","205"
"20160","14","989","460"
"20161","21","996","258"
"20162","50","916","392"
"20163","64","402","81"
"20164","82","2476","1765"
"20165","81","1416","124"
"20166","31","1682","833"
"20167","66","3025","12436"
"20168","70","620","110"
"20169","04","5641","203"
"20170","65","828","124"
"20171","05","1969","156"
"20172","33","274","222"
"20173","33","1859","1418"
"20174","78","746","2620"
"20175","10","432","107"
"20176","63","1243","536"
"20177","76","447","271"
"20178","79","2863","3287"
"20179","09","1081","162"
"20180","64","2357","158"
"20181","38","499","62"
"20182","57","908","1075"
"20183","19","1635","60"
"20184","80","333","106"
"20185","58","1405","124"
"20186","21","707","124"
"20187","63","339","344"
"20188","09","1371","104"
"20189","55","549","125"
"20190","72","2743","1935"
"20191","60","467","1075"
"20192","94","422","18894"
"20193","55","1735","258"
"20194","38","347","1055"
"20195","28","957","251"
"20196","42","1043","211"
"20197","50","852","434"
"20198","17","1426","1416"
"20199","56","1950","1646"
"20200","65","523","144"
"20201","68","878","2248"
"20202","76","374","423"
"20203","41","1535","180"
"20204","52","1179","285"
"20205","57","365","28"
"20206","22","1254","407"
"20207","26","1582","1274"
"20208","51","1156","697"
"20209","80","661","359"
"20210","60","350","139"
"20211","73","1480","441"
"20212","38","1065","873"
"20213","57","531","133"
"20214","21","369","372"
"20215","59","321","487"
"20216","24","1514","203"
"20217","33","467","306"
"20218","02","2030","964"
"20219","72","1480","619"
"20220","19","1830","207"
"20221","76","491","28"
"20222","21","859","774"
"20223","21","558","11"
"20224","2A","618","53"
"20225","61","1190","356"
"20226","21","389","42"
"20227","17","3154","643"
"20228","38","815","374"
"20229","80","1636","6363"
"20230","77","396","197"
"20231","2B","1099","250"
"20232","58","1059","3585"
"20233","04","1608","80"
"20234","28","725","539"
"20235","45","2193","572"
"20236","50","788","529"
"20237","62","1207","248"
"20238","95","476","413"
"20239","59","379","330"
"20240","73","1103","234"
"20241","70","617","142"
"20242","35","3027","7168"
"20243","14","428","992"
"20244","37","2795","1335"
"20245","52","758","66"
"20246","52","998","227"
"20247","35","1476","2099"
"20248","78","1093","518"
"20249","19","3821","1377"
"20250","72","1835","860"
"20251","24","1517","395"
"20252","78","845","51599"
"20253","57","1161","329"
"20254","14","341","92"
"20255","34","304","389"
"20256","65","2696","152"
"20257","25","751","186"
"20258","44","2204","500"
"20259","95","343","113"
"20260","31","1448","2580"
"20261","11","4385","1315"
"20262","74","597","763"
"20263","62","486","467"
"20264","18","1697","100"
"20265","25","304","71"
"20266","60","611","235"
"20267","60","330","176"
"20268","64","741","173"
"20269","09","773","95"
"20270","56","239","119"
"20271","39","7014","10346"
"20272","77","1716","767"
"20273","38","1576","1405"
"20274","17","306","779"
"20275","41","4510","481"
"20276","52","1171","200"
"20277","61","1258","201"
"20278","80","277","94"
"20279","22","2122","787"
"20280","59","925","10964"
"20281","76","808","2478"
"20282","54","549","368"
"20283","21","592","83"
"20284","76","508","315"
"20285","19","2208","168"
"20286","08","640","27"
"20287","90","273","287"
"20288","27","410","87"
"20289","39","672","415"
"20290","59","548","14560"
"20291","62","780","12678"
"20292","37","3643","1131"
"20293","06","1543","89"
"20294","23","2175","260"
"20295","28","1280","702"
"20296","31","651","41"
"20297","52","1771","278"
"20298","26","534","2908"
"20299","33","1381","928"
"20300","80","540","103"
"20301","25","1014","865"
"20302","71","795","744"
"20303","02","929","77"
"20304","37","1802","506"
"20305","54","726","119"
"20306","50","1645","921"
"20307","42","1110","560"
"20308","65","345","13"
"20309","86","861","248"
"20310","67","534","1082"
"20311","31","1394","1774"
"20312","25","327","757"
"20313","43","511","116"
"20314","54","2399","6885"
"20315","43","3250","461"
"20316","42","1641","690"
"20317","50","2078","555"
"20318","57","310","94"
"20319","54","608","117"
"20320","86","1569","2016"
"20321","52","958","192"
"20322","55","620","29"
"20323","14","973","502"
"20324","24","2625","1762"
"20325","23","1467","32"
"20326","33","2977","908"
"20327","17","471","491"
"20328","76","488","202"
"20329","52","782","115"
"20330","37","1292","1328"
"20331","31","1600","214"
"20332","27","1418","1030"
"20333","22","168","2489"
"20334","32","843","135"
"20335","35","593","789"
"20336","08","714","353"
"20337","65","121","26"
"20338","33","1021","2392"
"20339","28","1114","225"
"20340","31","553","126"
"20341","08","1095","64"
"20342","17","847","407"
"20343","63","967","302"
"20344","70","758","226"
"20345","73","688","518"
"20346","27","907","461"
"20347","33","644","1099"
"20348","70","355","177"
"20349","81","1047","759"
"20350","43","1083","2423"
"20351","71","1266","1012"
"20352","72","275","12"
"20353","01","1273","721"
"20354","76","1072","4254"
"20355","07","799","767"
"20356","21","1081","628"
"20357","94","537","54470"
"20358","73","617","523"
"20359","76","1322","718"
"20360","2B","1047","50"
"20361","68","482","680"
"20362","28","995","191"
"20363","31","487","59"
"20364","64","684","224"
"20365","70","1120","225"
"20366","73","1042","838"
"20367","10","1385","155"
"20368","10","1779","217"
"20369","55","2368","331"
"20370","54","946","78"
"20371","69","750","48926"
"20372","52","915","99"
"20373","66","3168","5405"
"20374","11","733","111"
"20375","07","1467","975"
"20376","10","1509","327"
"20377","09","3581","153"
"20378","57","970","1272"
"20379","14","526","231"
"20380","88","809","311"
"20381","95","77","176"
"20382","03","2005","84"
"20383","89","698","1166"
"20384","41","1389","728"
"20385","64","331","287"
"20386","48","3029","149"
"20387","36","1772","460"
"20388","14","590","564"
"20389","50","3057","576"
"20390","51","401","225"
"20391","05","1727","63"
"20392","28","6225","1259"
"20393","61","1074","980"
"20394","11","934","121"
"20395","21","3112","21838"
"20396","80","347","522"
"20397","28","790","86"
"20398","36","937","104"
"20399","55","361","139"
"20400","14","1046","171"
"20401","59","1190","552"
"20402","88","767","609"
"20403","73","3556","423"
"20404","81","2483","2353"
"20405","83","1036","11074"
"20406","14","588","125"
"20407","31","1883","218"
"20408","67","2372","2412"
"20409","02","499","105"
"20410","22","2696","422"
"20411","28","434","633"
"20412","22","1608","1154"
"20413","48","2699","226"
"20414","57","620","699"
"20415","34","774","249"
"20416","80","590","141"
"20417","26","757","120"
"20418","59","516","1336"
"20419","54","335","42"
"20420","37","5188","2588"
"20421","05","2270","3491"
"20422","54","701","57"
"20423","58","1072","102"
"20424","80","1031","1366"
"20425","02","1021","285"
"20426","21","1738","217"
"20427","73","1518","944"
"20428","79","1850","171"
"20429","85","1388","322"
"20430","71","2704","33350"
"20431","23","2766","812"
"20432","31","959","1018"
"20433","29","1761","192"
"20434","24","1275","202"
"20435","80","495","54"
"20436","47","1968","230"
"20437","91","1409","6622"
"20438","55","817","22"
"20439","23","4463","784"
"20440","01","1195","144"
"20441","31","4059","1438"
"20442","21","1181","60"
"20443","54","451","82"
"20444","42","1257","1419"
"20445","31","1143","553"
"20446","60","515","321"
"20447","67","537","6725"
"20448","59","1321","95866"
"20449","10","1406","129"
"20450","2B","1766","2568"
"20451","71","1056","597"
"20452","56","1611","549"
"20453","36","1904","240"
"20454","31","5222","2533"
"20455","77","267","252"
"20456","47","1644","250"
"20457","50","579","204"
"20458","36","2690","184"
"20459","63","1264","291"
"20460","46","801","342"
"20461","48","1045","88"
"20462","17","385","66"
"20463","15","2415","185"
"20464","40","1901","1298"
"20465","71","2815","442"
"20466","85","4271","1903"
"20467","23","735","99"
"20468","25","2256","259"
"20469","19","6865","312"
"20470","32","3215","740"
"20471","57","598","459"
"20472","11","890","260"
"20473","51","2873","177"
"20474","61","1317","229"
"20475","45","1075","1537"
"20476","62","415","186"
"20477","32","869","243"
"20478","59","449","539"
"20479","51","1068","118"
"20480","08","364","85"
"20481","08","1266","50"
"20482","59","626","929"
"20483","08","479","555"
"20484","24","1121","147"
"20485","33","1725","2183"
"20486","42","1307","882"
"20487","42","964","1350"
"20488","28","1670","393"
"20489","31","2251","300"
"20490","51","1693","85"
"20491","08","735","128"
"20492","28","1809","361"
"20493","59","242","859"
"20494","01","209","73"
"20495","14","477","539"
"20496","02","679","149"
"20497","64","642","294"
"20498","76","422","343"
"20499","52","839","319"
"20500","23","2843","343"
"20501","17","543","281"
"20502","31","1181","209"
"20503","64","523","164"
"20504","40","428","116"
"20505","70","561","252"
"20506","25","1046","167"
"20507","56","3414","2204"
"20508","02","1091","835"
"20509","25","454","268"
"20510","05","4275","1428"
"20511","35","1568","1728"
"20512","64","644","182"
"20513","77","161","442"
"20514","02","768","242"
"20515","08","1003","850"
"20516","36","2438","373"
"20517","13","1687","2443"
"20518","28","1446","4121"
"20519","80","339","164"
"20520","55","1071","453"
"20521","40","2248","895"
"20522","62","1337","419"
"20523","24","1949","451"
"20524","60","1302","758"
"20525","32","755","102"
"20526","08","590","150"
"20527","07","2959","261"
"20528","17","758","163"
"20529","90","418","299"
"20530","51","1952","4604"
"20531","02","1250","314"
"20532","91","710","603"
"20533","18","498","311"
"20534","05","2643","78"
"20535","14","311","501"
"20536","15","472","348"
"20537","80","392","109"
"20538","16","1266","388"
"20539","27","732","109"
"20540","28","932","191"
"20541","63","1872","276"
"20542","22","299","867"
"20543","67","164","185"
"20544","60","1539","822"
"20545","35","980","583"
"20546","55","1123","132"
"20547","16","1003","396"
"20548","78","1427","894"
"20549","25","250","2645"
"20550","23","247","30"
"20551","30","682","841"
"20552","62","1656","2567"
"20553","60","412","243"
"20554","51","1062","5841"
"20555","15","1858","1976"
"20556","68","1897","7606"
"20557","67","3935","437"
"20558","24","4666","5495"
"20559","01","261","2216"
"20560","14","542","126"
"20561","26","3033","187"
"20562","54","573","83"
"20563","68","679","3936"
"20564","14","2651","704"
"20565","33","2813","2031"
"20566","53","1858","493"
"20567","50","852","482"
"20568","53","2154","855"
"20569","59","217","1630"
"20570","59","655","10536"
"20571","74","1143","7073"
"20572","71","3010","433"
"20573","46","1257","301"
"20574","30","1214","594"
"20575","06","3210","22864"
"20576","65","3508","32"
"20577","15","638","60"
"20578","61","778","127"
"20579","76","451","325"
"20580","03","2557","754"
"20581","21","1925","312"
"20582","18","4988","1034"
"20583","35","1266","5208"
"20584","62","800","469"
"20585","88","496","83"
"20586","22","586","249"
"20587","17","890","358"
"20588","77","2943","3198"
"20589","42","2103","4316"
"20590","58","742","105"
"20591","32","3117","518"
"20592","69","654","455"
"20593","52","2250","391"
"20594","21","1002","519"
"20595","02","984","634"
"20596","19","835","174"
"20597","24","1119","252"
"20598","67","1150","2521"
"20599","15","3484","1764"
"20600","59","645","1605"
"20601","56","241","1442"
"20602","50","533","204"
"20603","27","201","260"
"20604","28","1514","184"
"20605","60","679","157"
"20606","39","446","242"
"20607","68","843","345"
"20608","70","529","160"
"20609","15","2268","172"
"20610","38","254","2140"
"20611","82","1623","3745"
"20612","93","388","10216"
"20613","76","519","361"
"20614","72","1945","1034"
"20615","76","254","8251"
"20616","91","1468","721"
"20617","27","403","696"
"20618","34","624","2586"
"20619","59","1637","2867"
"20620","16","2594","1525"
"20621","48","1930","2115"
"20622","57","901","323"
"20623","56","2202","1413"
"20624","39","914","177"
"20625","59","137","3889"
"20626","70","399","36"
"20627","10","568","137"
"20628","49","540","158"
"20629","60","964","159"
"20630","55","1096","318"
"20631","78","201","394"
"20632","89","2243","850"
"20633","60","1025","5197"
"20634","31","2158","91"
"20635","19","2576","357"
"20636","15","4769","6215"
"20637","51","1680","268"
"20638","28","631","494"
"20639","60","355","517"
"20640","38","1190","1313"
"20641","19","494","248"
"20642","42","921","510"
"20643","67","519","511"
"20644","45","657","229"
"20645","64","536","69"
"20646","06","9717","1368"
"20647","17","1149","231"
"20648","18","1664","131"
"20649","63","411","478"
"20650","46","793","323"
"20651","90","1708","50196"
"20652","81","1077","674"
"20653","21","320","218"
"20654","22","4211","2214"
"20655","14","905","1570"
"20656","16","4164","4186"
"20657","24","2320","284"
"20658","02","672","647"
"20659","2B","1574","107"
"20660","51","1151","113"
"20661","21","452","42"
"20662","21","2083","1075"
"20663","28","2231","333"
"20664","41","2725","2764"
"20665","60","1683","3792"
"20666","23","3685","5366"
"20667","27","320","327"
"20668","02","1529","606"
"20669","18","4985","600"
"20670","26","994","1039"
"20671","01","956","979"
"20672","22","2038","2609"
"20673","76","852","766"
"20674","14","658","376"
"20675","22","1724","1984"
"20676","52","930","100"
"20677","16","973","246"
"20678","17","1873","517"
"20679","44","2939","2355"
"20680","19","2319","78"
"20681","32","735","225"
"20682","03","1169","430"
"20683","89","2331","449"
"20684","50","1354","2415"
"20685","59","591","510"
"20686","76","961","168"
"20687","68","417","885"
"20688","79","1265","524"
"20689","46","923","226"
"20690","41","4497","16891"
"20691","39","548","121"
"20692","22","935","481"
"20693","70","1687","167"
"20694","77","2449","1015"
"20695","72","1026","678"
"20696","21","3305","111"
"20697","60","1477","12637"
"20698","25","1927","610"
"20699","62","861","303"
"20700","95","548","563"
"20701","11","693","158"
"20702","69","390","651"
"20703","14","1284","524"
"20704","54","560","182"
"20705","54","535","170"
"20706","14","2067","330"
"20707","60","987","565"
"20708","32","3479","530"
"20709","34","2179","476"
"20710","48","1572","567"
"20711","64","591","190"
"20712","21","1205","1509"
"20713","04","1023","55"
"20714","24","1423","515"
"20715","54","1196","785"
"20716","46","1640","161"
"20717","88","576","112"
"20718","24","797","324"
"20719","63","429","4975"
"20720","69","908","756"
"20721","14","601","223"
"20722","54","1747","84"
"20723","2A","832","71"
"20724","53","2099","581"
"20725","12","3142","230"
"20726","10","834","122"
"20727","33","3184","1615"
"20728","35","318","2312"
"20729","57","1295","465"
"20730","47","1232","109"
"20731","18","484","565"
"20732","36","4429","473"
"20733","51","1063","117"
"20734","64","424","352"
"20735","65","375","117"
"20736","70","381","89"
"20737","71","992","124"
"20738","73","191","219"
"20739","76","999","162"
"20740","65","4461","176"
"20741","03","1271","364"
"20742","21","1074","122"
"20743","22","1265","233"
"20744","39","823","348"
"20745","57","1278","2512"
"20746","71","1188","2172"
"20747","61","441","152"
"20748","30","672","162"
"20749","06","2756","82"
"20750","18","1330","156"
"20751","54","1288","968"
"20752","27","1333","1301"
"20753","61","1421","577"
"20754","91","791","121"
"20755","55","1243","112"
"20756","28","2491","271"
"20757","50","194","147"
"20758","09","235","28"
"20759","34","3067","3067"
"20760","25","877","153"
"20761","27","159","471"
"20762","79","796","163"
"20763","25","998","326"
"20764","71","6070","560"
"20765","55","840","202"
"20766","19","1450","186"
"20767","76","606","169"
"20768","71","2176","469"
"20769","03","2002","176"
"20770","06","2945","46"
"20771","33","746","580"
"20772","51","2683","192"
"20773","56","6029","3064"
"20774","24","2295","1344"
"20775","59","763","885"
"20776","11","1231","41"
"20777","18","2221","303"
"20778","59","229","1356"
"20779","76","1437","995"
"20780","89","1522","314"
"20781","57","406","145"
"20782","26","2323","616"
"20783","64","356","714"
"20784","67","228","413"
"20785","2A","1607","60"
"20786","30","947","379"
"20787","01","584","2157"
"20788","41","1001","1153"
"20789","69","2772","2505"
"20790","69","914","251"
"20791","74","580","782"
"20792","77","1209","30068"
"20793","45","2464","591"
"20794","07","742","726"
"20795","85","3127","2271"
"20796","09","4634","15744"
"20797","42","801","878"
"20798","22","467","461"
"20799","44","6379","3478"
"20800","77","931","581"
"20801","10","1714","421"
"20802","25","629","225"
"20803","74","333","817"
"20804","63","1873","1111"
"20805","01","931","1134"
"20806","88","1382","173"
"20807","89","1639","165"
"20808","67","717","877"
"20809","27","1790","1531"
"20810","2A","4313","940"
"20811","36","2928","5039"
"20812","80","797","2527"
"20813","71","1611","582"
"20814","86","3446","3669"
"20815","01","772","508"
"20816","95","374","22031"
"20817","09","926","343"
"20818","33","544","1191"
"20819","2B","1692","310"
"20820","39","500","66"
"20821","56","2580","1195"
"20822","37","3402","2156"
"20823","22","260","576"
"20824","86","2144","1281"
"20825","57","476","110"
"20826","51","1235","876"
"20827","50","766","325"
"20828","14","1770","1070"
"20829","17","2673","1483"
"20830","17","2584","1464"
"20831","54","738","435"
"20832","64","981","2139"
"20833","80","743","198"
"20834","33","1226","385"
"20835","50","1006","517"
"20836","80","1017","651"
"20837","10","938","101"
"20838","64","656","139"
"20839","72","1076","318"
"20840","33","1434","3595"
"20841","50","432","163"
"20842","64","3490","103"
"20843","22","1122","417"
"20844","59","1316","2288"
"20845","80","684","283"
"20846","37","2213","3575"
"20847","22","2467","4066"
"20848","61","1769","2203"
"20849","29","1576","669"
"20850","54","460","54"
"20851","57","510","179"
"20852","60","1496","271"
"20853","89","2090","788"
"20854","31","244","118"
"20855","55","967","63"
"20856","2B","602","151"
"20857","14","655","294"
"20858","10","3814","1905"
"20859","01","910","646"
"20860","11","1909","41"
"20861","76","245","199"
"20862","80","1283","420"
"20863","22","2667","1628"
"20864","50","1600","290"
"20865","07","858","2234"
"20866","11","639","35"
"20867","01","763","222"
"20868","55","712","56"
"20869","67","658","1798"
"20870","95","565","6610"
"20871","41","1674","542"
"20872","66","2558","2836"
"20873","27","1179","396"
"20874","12","4087","1064"
"20875","09","930","114"
"20876","59","580","4175"
"20877","88","475","154"
"20878","02","2036","385"
"20879","01","1921","1206"
"20880","10","2015","125"
"20881","16","1478","397"
"20882","27","491","1359"
"20883","49","1287","1416"
"20884","50","477","190"
"20885","51","918","265"
"20886","33","3015","6183"
"20887","54","598","3407"
"20888","62","597","321"
"20889","34","616","2962"
"20890","56","1088","1038"
"20891","79","1491","541"
"20892","53","799","252"
"20893","45","4384","546"
"20894","84","690","1965"
"20895","43","1161","1285"
"20896","10","1257","223"
"20897","17","641","260"
"20898","26","2250","481"
"20899","69","1119","439"
"20900","83","2075","201"
"20901","70","3551","946"
"20902","52","2250","130"
"20903","86","1374","217"
"20904","21","469","448"
"20905","51","951","596"
"20906","30","3046","1083"
"20907","34","703","3233"
"20908","52","1297","83"
"20909","66","2919","388"
"20910","81","1218","299"
"20911","55","1255","88"
"20912","24","1339","670"
"20913","14","357","406"
"20914","07","1735","257"
"20915","53","2311","692"
"20916","01","1535","256"
"20917","55","1441","77"
"20918","22","586","691"
"20919","51","1074","295"
"20920","73","4439","340"
"20921","80","983","278"
"20922","90","450","456"
"20923","69","770","978"
"20924","01","1723","944"
"20925","33","470","541"
"20926","64","1369","440"
"20927","51","2444","495"
"20928","02","409","878"
"20929","10","625","3750"
"20930","65","580","11"
"20931","50","1190","238"
"20932","70","1437","429"
"20933","23","364","24"
"20934","62","521","255"
"20935","78","283","556"
"20936","81","2382","1418"
"20937","82","1060","142"
"20938","53","1319","336"
"20939","40","1440","490"
"20940","32","1266","162"
"20941","12","1083","111"
"20942","35","520","683"
"20943","63","5059","2259"
"20944","21","610","658"
"20945","04","12627","209"
"20946","46","852","151"
"20947","58","469","49"
"20948","77","1357","8408"
"20949","41","5059","637"
"20950","19","591","49"
"20951","51","756","625"
"20952","30","1400","25"
"20953","51","1000","131"
"20954","70","651","666"
"20955","74","3382","1366"
"20956","40","1267","324"
"20957","70","725","688"
"20958","76","1906","16198"
"20959","22","1114","607"
"20960","32","1334","182"
"20961","89","1421","131"
"20962","42","3078","1837"
"20963","77","1457","22086"
"20964","36","1124","325"
"20965","56","2047","6284"
"20966","57","902","100"
"20967","2B","3906","448"
"20968","23","1562","211"
"20969","38","903","2393"
"20970","91","520","54"
"20971","51","1802","571"
"20972","53","3381","1281"
"20973","64","757","96"
"20974","01","1303","400"
"20975","21","596","34"
"20976","50","3728","2628"
"20977","55","529","52"
"20978","27","663","398"
"20979","88","185","27"
"20980","26","1307","13"
"20981","89","1386","81"
"20982","21","848","71"
"20983","62","827","5081"
"20984","59","3498","231491"
"20985","27","721","192"
"20986","05","296","190"
"20987","36","3141","1469"
"20988","54","305","62"
"20989","72","515","5363"
"20990","39","1751","1828"
"20991","37","2592","675"
"20992","50","2944","1346"
"20993","35","899","319"
"20994","08","219","88"
"20995","76","1324","270"
"20996","76","1157","666"
"20997","79","1930","870"
"20998","45","1636","641"
"20999","80","736","448"
"21000","44","1227","965"
"21001","2B","4704","2413"
"21002","53","4053","607"
"21003","31","3273","2591"
"21004","36","3435","561"
"21005","40","1059","712"
"21006","26","2035","2471"
"21007","32","1123","242"
"21008","63","1739","403"
"21009","68","433","903"
"21010","05","4372","3150"
"21011","27","294","123"
"21012","64","1684","377"
"21013","77","515","9150"
"21014","73","907","1616"
"21015","77","699","98"
"21016","14","270","127"
"21017","50","258","85"
"21018","89","1248","115"
"21019","05","1394","96"
"21020","37","2860","685"
"21021","40","3662","649"
"21022","10","1268","197"
"21023","76","1338","614"
"21024","14","1167","657"
"21025","27","1409","2353"
"21026","52","2099","817"
"21027","37","1465","159"
"21028","42","1630","15673"
"21029","10","928","183"
"21030","16","1299","625"
"21031","54","1094","973"
"21032","34","2790","4703"
"21033","61","654","175"
"21034","60","718","623"
"21035","61","1442","469"
"21036","15","3103","2165"
"21037","05","3958","530"
"21038","30","1044","228"
"21039","50","1218","495"
"21040","21","953","108"
"21041","30","11052","11195"
"21042","38","856","473"
"21043","64","211","77"
"21044","67","1041","635"
"21045","35","1551","5469"
"21046","26","886","22"
"21047","80","864","801"
"21048","26","1668","643"
"21049","24","1606","604"
"21050","58","2272","952"
"21051","38","2628","1141"
"21052","71","288","113"
"21053","17","744","300"
"21054","73","1753","457"
"21055","77","1519","1801"
"21056","02","369","1678"
"21057","55","1379","381"
"21058","21","234","47"
"21059","89","1900","340"
"21060","33","1857","628"
"21061","29","800","812"
"21062","18","1360","104"
"21063","26","2497","139"
"21064","41","5928","1053"
"21065","60","1887","2711"
"21066","69","1537","6588"
"21067","78","369","4035"
"21068","25","590","214"
"21069","2A","1970","99"
"21070","17","1177","2390"
"21071","27","363","357"
"21072","76","530","219"
"21073","11","1342","159"
"21074","53","1140","224"
"21075","15","2409","103"
"21076","02","610","260"
"21077","22","1533","380"
"21078","21","1036","190"
"21079","39","1632","713"
"21080","70","1518","808"
"21081","80","408","198"
"21082","95","250","1354"
"21083","26","1776","966"
"21084","50","995","834"
"21085","34","3726","3668"
"21086","02","1137","1052"
"21087","65","636","429"
"21088","41","1493","525"
"21089","61","3513","4485"
"21090","69","3125","1102"
"21091","02","590","216"
"21092","52","783","443"
"21093","76","331","377"
"21094","51","1174","309"
"21095","80","1111","383"
"21096","55","1023","479"
"21097","80","1953","237"
"21098","19","1261","276"
"21099","46","1506","413"
"21100","57","391","125"
"21101","29","2404","6263"
"21102","63","2157","10516"
"21103","64","604","183"
"21104","11","1415","101"
"21105","57","186","284"
"21106","53","656","187"
"21107","77","741","231"
"21108","79","1106","419"
"21109","58","1046","54"
"21110","86","2992","570"
"21111","45","3163","651"
"21112","08","1861","6618"
"21113","2B","306","34"
"21114","55","1218","152"
"21115","85","832","454"
"21116","44","3338","1264"
"21117","90","279","378"
"21118","40","13248","970"
"21119","67","1433","3419"
"21120","46","1274","323"
"21121","80","1031","542"
"21122","80","2831","569"
"21123","51","2157","109"
"21124","79","1135","10204"
"21125","65","333","67"
"21126","58","4536","237"
"21127","67","243","674"
"21128","73","444","170"
"21129","67","196","304"
"21130","39","798","177"
"21131","76","1078","936"
"21132","89","2259","279"
"21133","21","645","113"
"21134","38","252","5326"
"21135","80","2294","836"
"21136","25","1301","250"
"21137","67","1220","2776"
"21138","13","1075","55315"
"21139","60","456","405"
"21140","83","2158","11894"
"21141","87","2786","1598"
"21142","56","6433","5609"
"21143","31","1193","795"
"21144","68","422","172"
"21145","63","713","569"
"21146","50","793","1485"
"21147","80","567","160"
"21148","59","1694","41189"
"21149","93","548","52865"
"21150","52","1137","306"
"21151","59","1343","2069"
"21152","64","6863","10794"
"21153","50","1010","392"
"21154","71","1082","205"
"21155","21","1432","68"
"21156","54","564","243"
"21157","12","3653","519"
"21158","21","1182","198"
"21159","65","876","3235"
"21160","72","1202","355"
"21161","58","2270","140"
"21162","71","1456","321"
"21163","76","1853","1076"
"21164","07","947","355"
"21165","41","2623","519"
"21166","80","878","219"
"21167","13","3668","9251"
"21168","29","2916","1795"
"21169","59","884","534"
"21170","11","482","35"
"21171","50","774","274"
"21172","31","633","2327"
"21173","77","404","712"
"21174","24","1086","251"
"21175","14","330","781"
"21176","80","645","3437"
"21177","81","985","224"
"21178","58","3394","163"
"21179","76","488","9515"
"21180","68","827","730"
"21181","70","1208","242"
"21182","01","1654","1226"
"21183","49","2008","852"
"21184","89","2569","162"
"21185","72","1234","457"
"21186","66","2880","8422"
"21187","33","1022","228"
"21188","39","887","62"
"21189","57","1056","230"
"21190","70","500","470"
"21191","51","2162","182"
"21192","08","891","177"
"21193","47","913","166"
"21194","34","887","1501"
"21195","40","941","195"
"21196","82","408","34"
"21197","02","213","383"
"21198","21","673","70"
"21199","26","2488","993"
"21200","02","615","155"
"21201","30","787","587"
"21202","26","610","1319"
"21203","07","878","233"
"21204","07","347","132"
"21205","2B","657","40"
"21206","64","683","295"
"21207","77","1175","1165"
"21208","11","760","275"
"21209","46","740","69"
"21210","89","765","329"
"21211","60","3357","367"
"21212","67","300","1708"
"21213","42","1647","1345"
"21214","25","728","3626"
"21215","77","511","1023"
"21216","84","2022","1129"
"21217","14","551","3709"
"21218","22","876","464"
"21219","68","1429","1016"
"21220","60","633","684"
"21221","68","422","937"
"21222","11","594","31"
"21223","12","2721","3132"
"21224","55","1066","172"
"21225","59","115","895"
"21226","47","1698","1458"
"21227","01","885","206"
"21228","88","851","530"
"21229","13","3019","5483"
"21230","77","1825","343"
"21231","59","1777","1143"
"21232","11","1614","84"
"21233","64","954","432"
"21234","80","863","582"
"21235","04","1905","501"
"21236","46","1394","637"
"21237","45","921","375"
"21238","14","588","114"
"21239","27","439","195"
"21240","71","1112","94"
"21241","08","939","71"
"21242","80","354","192"
"21243","27","747","253"
"21244","73","544","263"
"21245","07","1283","248"
"21246","46","826","118"
"21247","94","435","19157"
"21248","27","1679","584"
"21249","04","2987","1068"
"21250","14","518","76"
"21251","76","470","213"
"21252","27","654","403"
"21253","30","1670","255"
"21254","57","444","2717"
"21255","08","1417","2967"
"21256","81","824","185"
"21257","85","3696","4030"
"21258","23","744","53"
"21259","89","700","93"
"21260","19","1245","90"
"21261","39","432","39"
"21262","78","1238","31487"
"21263","86","1374","2174"
"21264","50","821","171"
"21265","60","1776","1414"
"21266","54","177","30"
"21267","30","992","764"
"21268","73","1441","156"
"21269","47","481","386"
"21270","66","443","1292"
"21271","14","1081","266"
"21272","25","546","271"
"21273","14","204","204"
"21274","39","1052","236"
"21275","18","2318","157"
"21276","65","4131","143"
"21277","17","1695","714"
"21278","14","940","2031"
"21279","2A","884","88"
"21280","26","1045","3145"
"21281","70","661","432"
"21282","06","108","3734"
"21283","89","1050","224"
"21284","88","678","302"
"21285","79","2576","989"
"21286","76","755","137"
"21287","71","663","1057"
"21288","65","1848","666"
